"Show method if not applicable","顯示所有方式"
"Size","尺碼："
"Color","顏色:"
"Color:","顏色:"
"Sort order","排序"
"Standard Overnight","標準次晨達"
"Station","郵局"
"Subtotal","小計"
"Subtotal With Discount","次總額加折扣"
"There is no available method for selected shipping address.","所選配送地址沒有可用的配送方式。"
"Third Party","第三方"
"Title","標題"
"To lower","捨去小數"
"To upper","捨去小數並進位"
"Tracking XML URL","XML URL查詢"
"UPS","UPS"
"UPS Expedited","UPS 全球快捷"
"UPS Express","UPS 全球特快"
"UPS Express Box","UPS 特快箱"
"UPS Express Early A.M.","UPS 清晨特快"
"UPS Express Plus","UPS 特快加急"
"UPS Ground","UPS 陸運"
"UPS Letter Envelope","UPS 信封"
"UPS Next Day Air","UPS 隔日空運送達"
"UPS Next Day Air Early A.M.","UPS 隔日空運清晨送達"
"UPS Next Day Air Saver","UPS 優捷隔日空運送達"
"UPS Saver","UPS 經濟型快遞"
"UPS Second Day Air","UPS 兩日空運送達"
"UPS Second Day Air A.M.","UPS 兩日空運清晨送達"
"UPS Standard","UPS 標準"
"UPS Three-Day Select","UPS 三日內送達"
"UPS Today Dedicated Courrier","UPS 當日特快郵件"
"UPS Today Express","UPS 當日送達快遞"
"UPS Today Express Saver","UPS 當日特快郵件"
"UPS Today Intercity","UPS 當日送達同城快遞"
"UPS Today Standard","UPS 當日標準特快"
"UPS Tube","UPS 快遞筒"
"UPS Worldwide 10 kilo","UPS 全球快遞10公斤"
"UPS Worldwide 25 kilo","UPS 全球快遞25公斤"
"UPS Worldwide Expedited","UPS 全球快捷"
"UPS Worldwide Express","UPS 全球特快"
"UPS Worldwide Express Plus","UPS 全球特快加急"
"UPS Worldwide Express PlusSM","UPS 全球特快加急"
"UPS type","UPS 類型"
"USPS","美國郵政 （USPS）"
"Unable to retrieve tracking","無法查詢"
"United Parcel Service","UPS聯合包裹"
"United Parcel Service XML","UPS聯合包裹XML"
"Unknown error","未知錯誤"
"Used only when 'Additional Protection Value' is set to 'Configuration'. Can contain only numeric amount.","只在「額外保護價格」設置為「配置值」時有效。只允許數字。"
"User ID","用戶編號"
"UserId","用戶編號"
"Variable","可變的"
"Weight Unit","重量單位"
"Worldwide Expedited","UPS 全球快捷"
"Worldwide Express","UPS 全球特快"
"Worldwide Express Letter","全球快遞信件"
"Worldwide Express Plus","全球特急快遞"
"Worldwide Express Plus Letter","全球特急快遞信件"
"Worldwide Express Saver","全球速快"
"Yes","否"
"Your Packaging","您的包裝"
